"subjID"	"choice"	"outcome"
"1010"	340	1	-1
"1011"	341	1	-1
"1012"	341	2	1
"1013"	341	1	-1
"1014"	341	1	-1
"1015"	341	1	-1
"1016"	341	2	-1
"1017"	341	1	1
"1018"	341	2	-1
"1019"	341	1	1
"1020"	341	1	1
"1021"	343	2	1
"1022"	343	2	1
"1023"	343	2	1
"1024"	343	2	1
"1025"	343	2	1
"1026"	343	2	-1
"1027"	343	1	1
"1028"	343	1	1
"1029"	343	1	1
"1030"	343	1	1
"1031"	346	1	1
"1032"	346	1	1
"1033"	346	1	1
"1034"	346	1	1
"1035"	346	1	1
"1036"	346	1	-1
"1037"	346	2	1
"1038"	346	1	-1
"1039"	346	1	-1
"1040"	346	1	-1
"1041"	347	2	1
"1042"	347	2	1
"1043"	347	2	1
"1044"	347	2	1
"1045"	347	2	1
"1046"	347	2	-1
"1047"	347	1	1
"1048"	347	2	-1
"1049"	347	2	-1
"1050"	347	2	-1
"1051"	348	2	-1
"1052"	348	2	-1
"1053"	348	2	-1
"1054"	348	2	-1
"1055"	348	2	-1
"1056"	348	1	-1
"1057"	348	1	-1
"1058"	348	2	1
"1059"	348	2	1
"1060"	348	2	1
"1061"	353	1	-1
"1062"	353	2	1
"1063"	353	2	1
"1064"	353	2	1
"1065"	353	2	1
"1066"	353	2	-1
"1067"	353	1	1
"1068"	353	1	1
"1069"	353	1	1
"1070"	353	1	1
"1071"	354	2	-1
"1072"	354	2	-1
"1073"	354	1	1
"1074"	354	1	1
"1075"	354	1	1
"1076"	354	1	-1
"1077"	354	2	1
"1078"	354	1	-1
"1079"	354	1	-1
"1080"	354	1	-1
"1081"	355	2	1
"1082"	355	1	-1
"1083"	355	2	1
"1084"	355	2	1
"1085"	355	2	1
"1086"	355	2	-1
"1087"	355	1	1
"1088"	355	1	1
"1089"	355	1	1
"1090"	355	2	-1
"1091"	357	2	1
"1092"	357	1	-1
"1093"	357	2	1
"1094"	357	2	1
"1095"	357	2	1
"1096"	357	2	-1
"1097"	357	2	-1
"1098"	357	2	-1
